end (Year end),host (Host state ISO3),filed (Year filed),execme_end,execme_filed,v2pariglef_filed,v2pariglef_filed_dummy,v2pariglef_end_dummy,winner,state_lose,settled,v2pariglef_filed_ref,direct,v2pariglef_end,v2pariglef_end_ref1,v2pariglef_end_ref2,caseno (Case no.),parties (Parties to arbitration),direct2,execrlc,execrlc_dummy2,execrlc_dummy,execrlc_count,home (Home state ISO3),partisan,execnat,home2 (Home state2 ISO3),home3 (Home state3 ISO3),home4 (Home state4 ISO3),home5 (Home state5 ISO3),venue (Venue or rules adopted),legal (Legal doc. invoked),invsttype (Text on investment type),sector (Sector 3-letter code),asought_text (Text on award sought),"asought_usm (Award sought in US$m, exchange rate at time of filing, less interest/costs)",concluded (Arbitration concluded),ainvst_text (Text on award to investor),"ainvst_usm (Award to investor in US$m, not including costs/interest)",annul (Annulment filed),annul_filed (Year annulment filed),annul_end (Year annulment ends),annulstatus (Status of annulment)
pending,DZA,2012,NA,FLN,1.5,1,NA,pending,NA,NA,,0,NA,,,ARB/12/35,Orascom TMT Investments S.a r.l. v. People's Democratic Republic of Algeria,1,n.a.,NA,NA,NA,BELLUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Belgium & Luxembourg-Algeria BIT,Telecommunications,TEL,US$5b,5000,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2008,NA,PAIS,1.667,1,NA,pending,NA,NA,,0,NA,,,ARB/08/6,Perenco Ecuador Limited v. Republic of Ecuador & Empresa Estatal Petr??leos del Ecuador (Petroecuador),1,n.a.,NA,NA,NA,FRA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Ecuador-France BIT,Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2009,NA,PAIS,1.667,1,NA,pending,NA,NA,,0,NA,,,2009-23,Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,Ecuador-United States BIT,Oil and gas,OIL,At least US$18b (per amended claim in 2010),1800,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2008,NA,PAIS,1.667,1,NA,pending,NA,NA,,1,NA,,,ARB/08/5,"Burlington Resources, Inc., et al v. Republic of Ecuador & Empresa Estatal Petr??leos del Ecuador (Petroecuador)",0,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"Ecuador-United States BIT, Contract",Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2010,NA,PAIS,1.708,1,NA,pending,NA,NA,,NA,NA,,,n.a.,RSM Production Corporation v. Republic of Ecuador,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,n.a.,United States of America-Ecuador BIT,Mining (tar sands),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2011,NA,PAIS,1.75,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Zamora Gold v. Ecuador,NA,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Canada-Ecuador BIT,Mining,MIN,US$120,120,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2011,NA,PAIS,1.75,1,NA,pending,NA,NA,,NA,NA,,,AA 442,Merck v. Ecuador,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,United States-Ecuador BIT,Pharmaceuticals enterprise,MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2012,NA,PAIS,1.827,1,NA,pending,NA,NA,,1,NA,,,2/1/2012,Copper Mesa v. Ecuador,0,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,Canada-Ecuador BIT,Mining,MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2014,NA,PAIS,1.839,1,NA,pending,NA,NA,,NA,NA,,,2014-32,"Ecuador TLC S.A., Cayman International Exploration Company S.A., Teikoku Oil Ecuador v. Ecuador, Secretaria de Hidrocarburos del Ecuador, Empresa Publica de Hidrocarburos del Ecuador EP Petroecu",NA,n.a.,NA,NA,NA,ECU,n.a.,NA,PAN,CYM,n.a.,n.a.,PCA,Contract with host state,Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ECU,2015,NA,PAIS,1.845,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Consorcio GLP Ecuador v. Republic of Ecuador,NA,n.a.,NA,NA,NA,ESP,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Ecaudor-Spain BIT,Construction (petroliem storage),UTL,US$50m,50,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2012,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),0,NA,,,ARB/12/11,Ampal-American Israel Corporation and others v. Arab Republic of Egypt,1,n.a.,NA,NA,NA,USA,n.a.,NA,DEU,n.a.,n.a.,n.a.,ICSID,"Egypt-United States BIT, Egypt-Germany BIT",Oil and gas,OIL,US$8000m,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2012,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/12/15,Veolia Proprete v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,FRA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,France-Egypt BIT,Waste management,SER,EUR82m,101.8,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/23,ASA International S.p.A. v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,ITA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Egypt-Italy BIT,Waste management,SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/29,Cementos La Union S.A. and Aridos Jativa S.L.U v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,ESP,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Egypt-Spain BIT,Manufacturing (cement),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/37,Utsch M.O.V.E.R.S. International GmbH and others v. Egypt,NA,n.a.,NA,NA,NA,DEU,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Egypt BIT?_?_,Manufacturing (license plates),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/5,Ossama Al Sharif v. Arab Republic of Egypt (3rd case),NA,n.a.,NA,NA,NA,JOR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Jordan-Egypt BIT,Port terminal conccession (bulk liquids),SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/4,Ossama Al Sharif v. Arab Republic of Egypt (2nd case),NA,n.a.,NA,NA,NA,JOR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Jordan-Egypt BIT,Software,SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2013,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/13/3,Ossama Al Sharif v. Arab Republic of Egypt (1st case),NA,n.a.,NA,NA,NA,JOR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Jordan-Egypt BIT,Port terminal concession,SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2014,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/14/4,"Union Fenosa Gas, S.A. v. Arab Republic of Egypt",NA,n.a.,NA,NA,NA,ESP,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Egypt-Spain BIT,Oil and gas (LNG),OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2015,NA,FJP,2.25,1,NA,pending,NA,NA,2.25 (2011),NA,NA,,,ARB/15/47,ArcelorMittal S.A. v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,BEL,n.a.,NA,LUX,n.a.,n.a.,n.a.,ICSID,Belgium-Luxembourg-Egypt BIT,Manufacturing (steel),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ESP,2011,NA,PSOE,2,1,NA,pending,NA,NA,,NA,NA,,,n.a.,The PV Investors v. Spain,NA,n.a.,NA,NA,NA,DNK,n.a.,NA,DEU,IRL,LUX,NLD ,UNCITRAL,Energy Charter Treaty,Electric power concession (solar),UTL,unknown,unknown,no,n.a.,na.,n.a.,n.a.,na.,n.a.
pending,EST,2014,NA,SDE,1.85,1,NA,pending,NA,NA,SDE-M,0,NA,,,ARB/14/24,AS Tallinna Vesi v. Estonia,1,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Estonia-Netherlands BIT,Water services concession,UTL,?_90m,120,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EST,2014,NA,SDE,1.85,1,NA,pending,NA,NA,SDE-M,0,NA,,,ARB/14/24,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia,1,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Estonia BIT,Water and sewage concession,UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,FRA,2013,NA,PS,1.85,1,NA,pending,NA,NA,2 (2002),NA,NA,,,ARB/13/22,Erbil Serter v. France,NA,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,France-Turkey BIT,Consulting services (ship hull design),SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,GBR,2006,NA,Labour,2.534,1,NA,pending,NA,NA,2.667 (2005),NA,NA,,,n.a.,Sancheti v. United Kingdom,NA,n.a.,NA,NA,NA,IND,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,India-United Kingdom BIT,Real estate,RE,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HRV,2012,NA,SDP,2.333,1,NA,pending,NA,NA,,NA,NA,,,ARB/12/39,Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia,NA,n.a.,NA,NA,NA,AUT,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Austria-Croatia BIT,Agricultural enterprise (meat),AGR,Over US$200m,200,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HRV,2013,NA,SDP,2.333,1,NA,pending,NA,NA,,NA,NA,,,ARB/13/12,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet v. Republic of Croatia",NA,n.a.,NA,NA,NA,BELLUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Belgium & Luxembourg-Croatia BIT,Tourism (resort),SER,Approximately US$30m,30,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HRV,2013,NA,SDP,2.333,1,NA,pending,NA,NA,,NA,NA,,,ARB/13/32,MOL Hungarian oil and Gas Company Plc v. Republic of Croatia,NA,n.a.,NA,NA,NA,HUN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HRV,2015,NA,SDP,2.333,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/5,B3 Croatian Courier Cooperatief U.A. v. Republic of Croatia,NA,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Croatia-Netherlands BIT,Postal services,SER,EUR15m,17,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HUN,2007,NA,MSzP,2.429,1,NA,pending,NA,NA,,0,NA,,,ARB/07/19,Electrabel SA v. Republic of Hungary,1,n.a.,NA,NA,NA,BELLUX,n.a.,NA,FRA,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession,UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,HUN,2009,NA,MSzP,2.429,1,NA,pending,NA,NA,,NA,NA,,,n.a.,EDF International SA v. Republic of Hungary,NA,n.a.,NA,NA,NA,FRA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Energy Charter Treaty,Electric power concession,UTL,Over US$100m,100,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,IDN,2015,NA,PDI-P,2.033,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Indian Metals & Ferro Alloys Ltd v. Republic of Indonesia,NA,n.a.,NA,NA,NA,IND,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,India-Indonesia BIT,Mining (coal),MIN,IDR7700000m,559,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,IND,2015,NA,PDI-P,2.033,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Cairn Energy PLC v. India,NA,n.a.,NA,NA,NA,GBR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,India-United Kingdom BIT,Oil and gas (extraction),OIL,US$600m + interest,600,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ITA,2014,NA,PD,2,1,NA,pending,NA,NA,,0,NA,,,ARB/14/3,"Blusun S.A., Jean-Pierre Lecorcier and Michael Stein v. Italian Republic",1,n.a.,NA,NA,NA,BEL,n.a.,NA,FRA,DEU,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession (photovoltaic),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ITA,2015,NA,PD,2,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Greentech Energy Systems and Novenergia v. Italy,NA,n.a.,NA,NA,NA,DNK,n.a.,NA,LUX,n.a.,n.a.,n.a.,SCC,Energy Charter Treaty,Electric power consession (solar),UTl,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ITA,2015,NA,PD,2,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/50,Eskosol S.p.A. in liquidazione v. Italian Republic,NA,n.a.,NA,NA,NA,BGR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power consession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ITA,2015,NA,PD,2,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/40,Belenergia S.A. v. Italian Republic,NA,n.a.,NA,NA,NA,LUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power consession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ITA,2015,NA,PD,2,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/37,Silver Ridge Power BV v. Italian Republic,NA,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KAZ,2013,NA,Otan,3,1,NA,pending,NA,NA,,0,NA,,,ARB/13/13,Caratube International Oil Company LLP and Devincci Salah Hourani v. Republic of Kazakhstan,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"Kazakhstan-United States BIT, Contract, Kazakhstan Investment Law (1994)",Oil and gas (exploration),OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KAZ,2013,NA,Otan,3,1,NA,pending,NA,NA,,NA,NA,,,n.a.,World Wide Minerals v. Kazakhstan,NA,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,USSR-Canada BIT?_,Mining (uranium),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KAZ,2015,NA,Otan,3,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/8,Aktau Petrol Ticaret A.S. and Som Petrol Ticaret A.S. v. Republic of Kazakhstan,NA,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Kazakhstan -Turkey BIT,Transportation (oil),UTL,US$150m,150,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KAZ,2015,NA,Otan,3,1,NA,pending,NA,NA,,NA,NA,,,ARB/15/13,Devincci Salah Hourani and Issam Salah Hourani v. Republic of Kazakhstan,NA,n.a.,NA,NA,NA,USA,n.a.,NA,GBR,n.a.,n.a.,n.a.,ICSID,"Kazakhstan-United Kingdom BIT, Kazakhstan-United States of America BIT",Manufacturing (medical supplies),MFG,US$170m,170,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KGZ,2013,NA,PSDK,2.65,1,NA,pending,NA,NA,,0,NA,,,ARB(AF)/13/1,Consolidated Exploration Holdings Ltd. and others v. Kyrgyz Republic,1,n.a.,NA,NA,NA,KAZ,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"Kazakhstan-Kyrgyzstan BIT, Kyrgyz Investment Law (2003), Moscow Convention for the Protection of Investors?? Rights",Mining (gold),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,KGZ,2015,NA,PSDK,2.75,1,NA,pending,NA,NA,,0,NA,,,2015-32,Stans Energy Corp. and Kutisay Mining LLC v. Kyrgyz Republic (II),1,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,CIS Investor Rights Convention,Mining (rare earths),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,LBR,2011,NA,UP,2,1,NA,pending,NA,NA,,NA,NA,,,ARB/11/14,"Diamond Fields Liberia, Inc. v. Republic of Liberia",NA,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Mining (minerals),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,MNG,2010,NA,DP,2.25,1,NA,pending,NA,NA,,NA,NA,,,n.a.,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia",NA,n.a.,NA,NA,NA,CHN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,China-Mongolia BIT,Mining (iron),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,MOZ,2014,NA,Frelimo,2.167,1,NA,pending,NA,NA,,0,NA,,,ARB(AF)/14/2,Oded Besserglik v. Republic of Mozambique,1,n.a.,NA,NA,NA,ZAF,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID AF,"Mozambique-South Africa BIT, Mozambique Investment Law (1993)",Agricultural enterprise (fishing),AGR,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,PAK,2011,NA,PPP,2.65,1,NA,pending,NA,NA,,NA,NA,,,ARB/11/8,Agility for Public Warehousing Company K.S.C. v. Islamic Republic of Pakistan,NA,n.a.,NA,NA,NA,KWT,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Kuwait-Pakistan BIT,Software,SER,US$100m,100,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,PAK,2012,NA,PPP,2.7,1,NA,pending,NA,NA,,0,NA,,,ARB/12/1,Tethyan Copper Company Pty Limited v. Islamic Republic of Pakistan,1,n.a.,NA,NA,NA,AUS,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Australia-Pakistan BIT,Mining,MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,PAK,2012,NA,PPP,2.7,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Mr. Ali Allawi v. Islamic Republic of Pakistan,NA,n.a.,NA,NA,NA,GBR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,Pakistan-United Kingdom BIT,Oil and gas (Petroleum gas),OIL,US$573m,573,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,PAK,2013,NA,PPP,2.75,1,NA,pending,NA,NA,,0,NA,,,ARB/13/1,Karkey Karadeniz Elektrik Uretim A.S. v. Pakistan,1,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Turkey-Pakistan BIT,Electric power concession (floating barges),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,SEN,2014,NA,APR-Yakaar,2.667,1,NA,pending,NA,NA,APR,0,NA,,,ARB/14/19,VICAT v. Republic of Senegal,1,n.a.,NA,NA,NA,FRA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Senegal-France BIT,Manufacturing (cement),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,SEN,2015,NA,APR-Yakaar,2.667,1,NA,pending,NA,NA,,0,NA,,,ARB/15/21,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal,1,n.a.,NA,NA,NA,GBR,n.a.,NA,NLD,n.a.,n.a.,n.a.,ICSID,"Netherlands-Senegal BIT, Senegal-United Kingdom BIT, GATS",Transportation (airport services),SER,EUR41.63m,44.11,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,SVK,2014,NA,Smer-SD,1.8,1,NA,pending,NA,NA,,1,NA,,,ARB/14/14,EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic,0,n.a.,NA,NA,NA,USA,n.a.,NA,CAN,n.a.,n.a.,n.a.,ICSID,"USA-Slovak Republic BIT, Canada-Slovak Republic BIT",Mining (talc),MIN,US$1b,1000,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,SVK,2010,NA,Direction,1.8,1,NA,pending,NA,NA,,NA,NA,,,n.a.,EuroGas GmbH. v. Slovakia,NA,n.a.,NA,NA,NA,AUT,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Austria-Slovak Republic BIT,Mining (talc),MIN,?_500m,665,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,TKM,2010,NA,DPT,2,1,NA,pending,NA,NA,,0,NA,,,ARB/10/24,I??kale Insaat Limited Sirketi v. Turkmenistan,1,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Turkey-Turkmenistan BIT,Real estate,RE,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,TKM,2011,NA,DPT,2,1,NA,pending,NA,NA,,1,NA,,,ARB/11/20,Garanti Koza LLP v. Turkmenistan,0,n.a.,NA,NA,NA,GBR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"UK-Turkmenistan BIT, Turkey-Turkmenistan BIT",Highway construction project,UTL,US$100m,100,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,TKM,2012,NA,DPT,2,1,NA,pending,NA,NA,,NA,NA,,,ARB/12/6,Muhammet aap & Sehil Insaat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan,NA,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Turkey-Turkmenistan BIT,Construction,RE,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,TKM,2013,NA,DPT,2,1,NA,pending,NA,NA,,NA,NA,,,n.a.,Erhas and others v. Turkmenistan,NA,n.a.,NA,NA,NA,TUR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Turkey-Turkmenistan BIT,unknown,unknown,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,TZA,2010,NA,CCM,2.333,1,NA,pending,NA,NA,,0,NA,,,ARB/10/20,Standard Chartered Bank (Hong Kong) Limited v. Tanzania Electric Supply Company Limited,1,n.a.,NA,NA,NA,HKG,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Electric power concession,UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,UKR,2014,NA,PR,3,1,NA,pending,NA,NA,3 (2012),0,NA,,,ARB/14/17,Krederi Ltd. V. Ukraine,1,n.a.,NA,NA,NA,GBR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Ukraine-UK BIT,Real estate,RE,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,UKR,2014,NA,PR,3,1,NA,pending,NA,NA,3 (2012),NA,NA,,,ARB/14/9,"City-State N.V., Praktyka Asset Management Company LLC, Crystal-Invest LLC and Prodiz LLC v. Ukraine",NA,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Ukraine BIT,Banking,FIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,USA,2009,NA,Democrats,2,1,NA,pending,NA,NA,,NA,NA,,,n.a.,CANACAR v. United States of America,NA,n.a.,NA,NA,NA,MEX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Services (trucking),SER,"In notice of arbitration, estimates loss at more than US$2b per year (and Mexico accordingly imposed tariffs on US$2.4b in US goods). So: included here as 1 year's losses (US$2b)",2000,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,UZB,2013,NA,LDP,3,1,NA,pending,NA,NA,,NA,NA,,,ARB/13/6,Vladislav Kim and others v. Uzbekistan,NA,n.a.,NA,NA,NA,KAZ,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Kazakhstan-Uzbekistan BIT,Manufacturing (cement),MFG,US$500m,500,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,UZB,2013,NA,LDP,3,1,NA,pending,NA,NA,,NA,NA,,,ARB/13/26,"Spentex Netherlands, B.V. v. Republic of Uzbekistan",NA,n.a.,NA,NA,NA,NLD,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"Netherlands-Uzbekistan BIT, Contract, Uzbekistan Investment Law (1998)",Textile enterprise,MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
